"regional,""kode_kebun"",""nama_kebun"",""afdeling"",""blok"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""09M"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""09N"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""09O"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""09P"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""09Q"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""09R"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""10S"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""10T"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""10U"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""10V"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""10W"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD02,""10X"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""05A"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""05B"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""05C"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""05D"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""05E"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""07O"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""08P"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""08Q"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""08R"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""08S"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""08T"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""08U"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""08V"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09AA"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09AB"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09AC"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09AD"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09AE"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09AF"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09AG"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09S"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09T"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09U"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09V"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09W"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09X"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09Y"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""09Z"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""10AA"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""10AB"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""10Y"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD03,""10Z"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""05K"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""05L"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""05M"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""05N"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""05O"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""06A"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""06B"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""07G"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""07J"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""07K"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""07P"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""07T"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""08W"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""13B"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""13C"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""13D"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""13E"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""15A"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""15B"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16A"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16B"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16C"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16D"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16E"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16F"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16G"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16H"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16I"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16J"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16K"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16L"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16M"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD04,""16N"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""05AA"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""05AB"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""05AC"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""05AD"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""05AE"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""05H"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""05I"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""05J"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""06C"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""06D"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""06G"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""06J"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""06K"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""07C"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""07D"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""07E"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""07F"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""07H"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""07N"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""07Q"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""08AB1"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""08X"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""08Y"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""08Z"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AE"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AF"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AG"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AH"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AK"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AQ"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AR"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AS"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AT"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AU"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""10AV"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""11U"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""11V"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""13H"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""15D"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD05,""15E"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""04B"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05AM"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05F"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05G"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05P"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05Q"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05R"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05S"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05X"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05Y"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""05Z"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""06E"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""06F"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""06H"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""06I"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""07I"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""07L"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""07M"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""07R"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""07S"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""08AA"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""08AB"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""08X1"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""09AH"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""09AI"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AC"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AD"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AI"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AJ"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AL"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AM"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AN"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AO"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""10AP"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""11P"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""11Q"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""11R"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""11S"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""11T"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""13F"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""13G"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD06,""15C"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""04A"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""04C"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""04D"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05AF"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05AG"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05AH"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05AI"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05AJ"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05AK"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05AL"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05T"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05U"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05V"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""05W"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""06L"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""09AJ"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""09AK"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""09AL"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""09AM"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""09AN"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""09AO"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""09AP"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""09AQ"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""10AW"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""10AX"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""10AY"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""10AZ"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""10BA"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""10BB"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""11W"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""11X"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""11Y"""
"RPC2,SKO,KEBUN SEI KOPAS,AFD07,""11Z"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""06A"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""06B"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""06C"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""06D"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""06E"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""06F"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""07A"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""07AA"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""07AB"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""07B"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""07C"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""07X"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""07Y"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""07Z"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""08A"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""08AJ"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""08AK"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""08AL"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""08AM"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""08B"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""08C"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09A"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09AD"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09AE"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09AF"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09B"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09C"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09D"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09E"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09F"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09G"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09H"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09I"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09J"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09K"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""09L"""
"RPC2,TIM,KEBUN TIMUR,AFD01,""11A"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""07F"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""07G"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""07H"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""07I"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""07J"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08D"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08E"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08G"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08H"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08I"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08J"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08K"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08L"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08M"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08N"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08O"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08P"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08Q"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08R"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08S"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08T"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08U"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08V"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08W"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08X"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08Y"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""08Z"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09AC"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09N"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09O"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09P"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09Q"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09R"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09S"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09T"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09Y"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""09Z"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""11B"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""11C"""
"RPC2,TIM,KEBUN TIMUR,AFD02,""11D"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07AC"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07AD"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07AE"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07D"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07E"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07K"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07L"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07M"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07N"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07O"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07P"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07Q"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07R"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07S"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07T"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07U"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07V"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""07W"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AA"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AB"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AC"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AD"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AE"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AF"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AG"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AH"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AI"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08AP"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""08F"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""09AA"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""09AB"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""09M"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""09U"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""09V"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""09W"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""09X"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""10A"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""11E"""
"RPC2,TIM,KEBUN TIMUR,AFD03,""14A"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""07AF"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""07AG"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""07AH"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""07AI"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""07AJ"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""07AK"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""07AL"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AN"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AO"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AQ"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AR"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AS"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AT"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AU"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AV"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AW"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AX"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AY"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08AZ"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""08BA"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""09AG"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""09AI"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""09AJ"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""09AK"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""09AO"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""09AP"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""09AQ"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""09AU"""
"RPC2,TIM,KEBUN TIMUR,AFD04,""11F"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""08BB"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""08BC"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""08BD"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""08BE"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""08BF"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AH"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AL"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AM"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AN"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AR"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AS"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AT"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AW"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AX"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AY"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09AZ"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09BA"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09BB"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09BC"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09BD"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09BH"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09BN"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09BU"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09CA"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09CG"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09CL"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09CM"""
"RPC2,TIM,KEBUN TIMUR,AFD05,""09CP"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BE"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BF"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BG"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BI"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BJ"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BK"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BL"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BM"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BO"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BP"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BQ"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BR"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BS"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BT"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BV"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BW"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BX"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BY"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09BZ"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CB"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CC"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CD"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CE"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CF"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CH"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CI"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CJ"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CK"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CN"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""09CO"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""10B"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""11G"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""11H"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""11I"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""11J"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""11K"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""17A"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""17B"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""17C"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""17D"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""17G"""
"RPC2,TIM,KEBUN TIMUR,AFD06,""18A"""
"RPC2,TIN,KEBUN TINJOWAN,AFD01,""05A"""
"RPC2,TIN,KEBUN TINJOWAN,AFD01,""05B"""
"RPC2,TIN,KEBUN TINJOWAN,AFD01,""06A"""
"RPC2,TIN,KEBUN TINJOWAN,AFD01,""06AB"""
